Symptom,doeatFood
表情淡漠,莲子
表情淡漠,白果（鲜）
表情淡漠,鸡蛋
表情淡漠,鸡肉
表情淡漠,黑豆
表情淡漠,白扁豆
表情淡漠,荸荠粉
表情淡漠,鸡心
表情淡漠,鹅肉
表情淡漠,白果（干）
表情淡漠,芝麻
表情淡漠,葵花子仁
表情淡漠,花生
表情淡漠,白果（干）
表情淡漠,绿豆
表情淡漠,竹笋
表情淡漠,生菜
表情淡漠,空心菜
表情淡漠,鸡内金
表情淡漠,鸡肝
表情淡漠,腰果
表情淡漠,莲子
表情淡漠,鸡肉
表情淡漠,鸡内金
表情淡漠,芝麻
表情淡漠,葵花子仁
表情淡漠,鸡内金
表情淡漠,葵花子仁
表情淡漠,绿豆
表情淡漠,黑豆
表情淡漠,鸡内金
表情淡漠,芝麻
表情淡漠,葵花子仁
表情淡漠,核桃
表情淡漠,鸡蛋
表情淡漠,鸡肉
表情淡漠,芝麻
表情淡漠,核桃
表情淡漠,鸡肉
表情淡漠,鸡内金
表情淡漠,芝麻
表情淡漠,南瓜子仁
表情淡漠,芝麻
表情淡漠,核桃
表情淡漠,黑豆
表情淡漠,章鱼
表情淡漠,鸭蛋
表情淡漠,鸡蛋
表情淡漠,鸡肉
表情淡漠,腰果
表情淡漠,鸭蛋
表情淡漠,鸡蛋
表情淡漠,鸡肉
表情淡漠,芝麻
表情淡漠,鸭蛋
表情淡漠,鸡蛋
表情淡漠,鸡肉
表情淡漠,芝麻
表情淡漠,赤砂糖
表情淡漠,鸡蛋
表情淡漠,鹌鹑蛋
表情淡漠,鹅
表情淡漠,鸭肉
表情淡漠,乌骨鸡
表情淡漠,栗子（熟）
表情淡漠,核桃
表情淡漠,赤砂糖
表情淡漠,鸡蛋
表情淡漠,鹌鹑蛋
表情淡漠,鹅
肌张力降低,鸡蛋
肌张力降低,鸡肉
肌张力降低,芝麻
肌张力降低,莲子
肌张力降低,薇菜
肌张力降低,鸡肉
肌张力降低,南瓜子仁
肌张力降低,葵花子仁
肌张力降低,薇菜
肌张力降低,鸡肝
肌张力降低,南瓜子仁
肌张力降低,葵花子仁
肌张力降低,蜂蜜
肌张力降低,腰果
肌张力降低,葵花子仁
肌张力降低,黑豆
肌张力降低,鸡蛋
肌张力降低,鸡肉
肌张力降低,杏仁
肌张力降低,松子仁
肌张力降低,鸡蛋
肌张力降低,莲子
肌张力降低,花生
肌张力降低,白果（鲜）
肌张力降低,乌龟
肌张力降低,蜂蜜
肌张力降低,鸡蛋
肌张力降低,鸭肝
肌张力降低,大豆
肌张力降低,胡萝卜
肌张力降低,白菜
肌张力降低,苹果
肌张力降低,鸡肝
肌张力降低,花生
肌张力降低,绿豆
肌张力降低,黑豆
肌张力降低,鸡肉
肌张力降低,芝麻
肌张力降低,花生
肌张力降低,青豆
肌张力降低,鸡肫
肌张力降低,鸡血
肌张力降低,鸡内金
肌张力降低,南瓜子仁
肌张力降低,芝麻
肌张力降低,黑豆
肌张力降低,章鱼
肌张力降低,鱼肉
肌张力降低,鸡肉
肌张力降低,鸡内金
肌张力降低,芝麻
肌张力降低,南瓜子仁
肌张力降低,鸭蛋
肌张力降低,鸡蛋
肌张力降低,鸽蛋
肌张力降低,鸡肉
肌张力降低,鸡蛋
肌张力降低,鸽蛋
肌张力降低,鹌鹑蛋
肌张力降低,鸡血
前囟饱满,鸭翅
前囟饱满,芝麻
前囟饱满,莲子
前囟饱满,花生
前囟饱满,南瓜子仁
前囟饱满,绿豆
前囟饱满,黄豆粉
前囟饱满,豆腐
前囟饱满,蜂蜜
前囟饱满,鸡蛋
前囟饱满,南瓜子仁
前囟饱满,核桃
前囟饱满,芝麻
前囟饱满,腰果
前囟饱满,南瓜子仁
前囟饱满,黄豆粉
正弦胎心率,鹿肉
正弦胎心率,鹅肉
正弦胎心率,葵花子仁
正弦胎心率,白果（干）
硬肿症,鸭翅
硬肿症,鸡肉
硬肿症,莲子
硬肿症,核桃
硬肿症,西瓜子仁
硬肿症,南瓜子仁
硬肿症,花生
硬肿症,核桃
硬化,鹿肉
硬化,南瓜子仁
硬化,莲子
硬化,栗子（熟）
硬化,鹿肉
硬化,芝麻
硬化,南瓜子仁
硬化,栗子（熟）
硬化,鹿肉
硬化,鸡肝
硬化,栗子（熟）
硬化,葵花子仁
硬化,大豆
硬化,赤小豆
硬化,银鱼
硬化,鳕鱼
硬化,葵花子仁
硬化,花生
硬化,核桃
硬化,白果（干）
硬化,芝麻
硬化,杏仁
硬化,南瓜子仁
硬化,莲子
硬化,芝麻
硬化,腰果
硬化,杏仁
硬化,南瓜子仁
硬化,鸭肝
硬化,腰果
硬化,莲子
硬化,核桃
硬化,鸡蛋
硬化,葵花子仁
硬化,绿豆
硬化,大豆
硬化,赤砂糖
硬化,芝麻
硬化,芡实米
硬化,葵花子仁
硬化,鸡蛋
硬化,鸡肉
硬化,腰果
硬化,葵花子仁
硬化,鸡蛋
硬化,鸽蛋
硬化,鸡肉
硬化,腰果
硬化,鸡心
硬化,芝麻
硬化,南瓜子仁
硬化,栗子（熟）
硬化,鸭肉
硬化,鸡肉
硬化,腰果
硬化,绿豆
硬化,葵花子仁
硬化,白果（干）
硬化,绿豆
硬化,黑豆
硬化,莲子
硬化,葵花子仁
硬化,青豆
硬化,黑豆
硬化,绿豆
硬化,豆腐
硬化,赤小豆
硬化,油菜
硬化,鸡蛋
硬化,鸽蛋
硬化,芝麻
硬化,青豆
硬化,鸭蛋
硬化,鸡蛋
硬化,鸡血
硬化,鸡肉
硬化,鸡腿
硬化,鸡肉
硬化,鸡内金
硬化,莲子
硬化,鸡肉
硬化,鸡内金
硬化,葵花子仁
硬化,白果（鲜）
硬化,鸡内金
硬化,芝麻
硬化,杏仁
硬化,南瓜子仁
硬化,薇菜
硬化,鸡内金
硬化,南瓜子仁
硬化,葵花子仁
硬化,薇菜
硬化,鸡内金
硬化,南瓜子仁
硬化,葵花子仁
硬化,鸡蛋
硬化,鸽蛋
硬化,鹌鹑蛋
硬化,鸡血
硬化,鸭蛋
硬化,鸡蛋
硬化,鸡肉
硬化,腰果
硬化,赤砂糖
硬化,鸡蛋
硬化,鹌鹑蛋
硬化,鹅
硬化,鸭蛋
硬化,鸡蛋
硬化,鸡肉
硬化,芝麻
硬化,赤砂糖
硬化,鸡蛋
硬化,鹌鹑蛋
硬化,鹅
硬化,乌骨鸡
硬化,栗子（熟）
硬化,核桃
硬化,白果（鲜）
拇、食、中三指...,鸡蛋
拇、食、中三指...,银鱼
拇、食、中三指...,墨鱼
拇、食、中三指...,草鱼
拇、食、中三指...,鸡肉
拇、食、中三指...,腰果
拇、食、中三指...,南瓜子仁
拇、食、中三指...,葵花子仁
拇、食、中三指...,鸡
拇、食、中三指...,葵花子仁
拇、食、中三指...,白果（干）
拇、食、中三指...,绿豆
弥漫性血管角化,鸡蛋
弥漫性血管角化,银鱼
弥漫性血管角化,墨鱼
弥漫性血管角化,草鱼
弥漫性血管角化,芝麻
弥漫性血管角化,杏仁
弥漫性血管角化,南瓜子仁
弥漫性血管角化,莲子
弥漫性血管角化,鸭翅
弥漫性血管角化,莲子
弥漫性血管角化,核桃
弥漫性血管角化,青豆
弥漫性血管角化,鸡蛋黄
弥漫性血管角化,鸡蛋
弥漫性血管角化,黑芝麻
弥漫性血管角化,白果（鲜）
肝淤血,鸡蛋
肝淤血,银鱼
肝淤血,墨鱼
肝淤血,草鱼
肝淤血,鹿肉
肝淤血,鸡心
肝淤血,栗子（熟）
肝淤血,葵花子仁
肝淤血,鹿肉
肝淤血,鸡心
肝淤血,芝麻
肝淤血,松子（炒）
肝淤血,鸡蛋
肝淤血,鸡肉
肝淤血,葵花子仁
肝淤血,白果（干）
吞咽障碍,鸡蛋
吞咽障碍,银鱼
吞咽障碍,墨鱼
吞咽障碍,草鱼
吞咽障碍,鸡肉
吞咽障碍,南瓜子仁
吞咽障碍,葵花子仁
吞咽障碍,白果（干）
吞咽障碍,鸽蛋
吞咽障碍,腰果
吞咽障碍,松子仁
吞咽障碍,南瓜子仁
吞咽障碍,薇菜
吞咽障碍,芝麻
吞咽障碍,杏仁
吞咽障碍,南瓜子仁
吞咽障碍,薇菜
吞咽障碍,鸡肉
吞咽障碍,芝麻
吞咽障碍,腰果
吞咽障碍,芝麻
吞咽障碍,杏仁
吞咽障碍,南瓜子仁
吞咽障碍,莲子
吞咽障碍,鸭翅
吞咽障碍,芝麻
吞咽障碍,松子仁
吞咽障碍,莲子
吞咽障碍,鸭蛋
吞咽障碍,鸡蛋
吞咽障碍,鸭翅
吞咽障碍,鸡肉
吞咽障碍,鹿肉
吞咽障碍,苹果脯
吞咽障碍,乌骨鸡
吞咽障碍,桃仁
吞咽障碍,鸭蛋
吞咽障碍,鸡蛋
吞咽障碍,鸽蛋
吞咽障碍,鸭肉
吞咽障碍,蜂蜜
吞咽障碍,鸡腿
吞咽障碍,鸡肉
吞咽障碍,鹅肉
吞咽障碍,芝麻
吞咽障碍,葵花子仁
吞咽障碍,花生
吞咽障碍,白果（干）
吞咽障碍,鸭肉
吞咽障碍,腰果
吞咽障碍,南瓜子仁
吞咽障碍,莲子
吞咽障碍,淡菜（干）
吞咽障碍,香菜
吞咽障碍,菠菜
吞咽障碍,狗肝菜
吞咽障碍,鸭蛋
吞咽障碍,鸡蛋
吞咽障碍,鸡肉
吞咽障碍,芝麻
吞咽障碍,赤砂糖
吞咽障碍,鸡蛋
吞咽障碍,鹌鹑蛋
吞咽障碍,鹅
吞咽障碍,乌骨鸡
吞咽障碍,栗子（熟）
吞咽障碍,核桃
吞咽障碍,青豆
朴玉顺,鸡蛋
朴玉顺,银鱼
朴玉顺,墨鱼
朴玉顺,草鱼
肝脾肿大,杏仁
肝脾肿大,南瓜子仁
肝脾肿大,莲子
肝脾肿大,栗子（熟）
肝脾肿大,鹿肉
肝脾肿大,鸡肉
肝脾肿大,芝麻
肝脾肿大,南瓜子仁
肝脾肿大,鹿肉
肝脾肿大,鸡蛋
肝脾肿大,芝麻
肝脾肿大,南瓜子仁
肝脾肿大,鹿肉
肝脾肿大,芝麻
肝脾肿大,腰果
肝脾肿大,莲子
肝脾肿大,鹿肉
肝脾肿大,鸡心
肝脾肿大,栗子（熟）
肝脾肿大,葵花子仁
肝脾肿大,鹿肉
肝脾肿大,鸡心
肝脾肿大,鸡
肝脾肿大,芝麻
肝脾肿大,大豆
肝脾肿大,赤小豆
肝脾肿大,银鱼
肝脾肿大,鳕鱼
肝脾肿大,鹿肉
肝脾肿大,鸡蛋
肝脾肿大,鸡肉
肝脾肿大,桃仁
肝脾肿大,鸭蛋
肝脾肿大,鸭肉
肝脾肿大,莲子
肝脾肿大,葵花子仁
肝脾肿大,鸡蛋
肝脾肿大,腰果
肝脾肿大,葵花子仁
肝脾肿大,白果（干）
肝脾肿大,葵花子仁
肝脾肿大,花生
肝脾肿大,核桃
肝脾肿大,白果（干）
肝脾肿大,鹿肉
肝脾肿大,鹅肉
肝脾肿大,芝麻
肝脾肿大,杏仁
肝脾肿大,鹿肉
肝脾肿大,松花蛋（鸭蛋）
肝脾肿大,鹅肉
肝脾肿大,芝麻
肝脾肿大,鹿肉
肝脾肿大,鸡蛋
肝脾肿大,鸡肉
肝脾肿大,鹅肉
肝脾肿大,鹿肉
肝脾肿大,鹅肉
肝脾肿大,南瓜子仁
肝脾肿大,葵花子仁
肝脾肿大,鹿肉
肝脾肿大,鸭血(白鸭)
肝脾肿大,鹅肉
肝脾肿大,南瓜子仁
肝脾肿大,鹿肉
肝脾肿大,鸭血(白鸭)
肝脾肿大,鹅肉
肝脾肿大,南瓜子仁
肝脾肿大,鸭肝
肝脾肿大,鸡心
肝脾肿大,杏仁
肝脾肿大,葵花子仁
肝脾肿大,鸡心
肝脾肿大,莲子
肝脾肿大,葵花子仁
肝脾肿大,白果（干）
肝脾肿大,鸭肝
肝脾肿大,芝麻
肝脾肿大,腰果
肝脾肿大,松子仁
肝脾肿大,鸭肝
肝脾肿大,芝麻
肝脾肿大,葵花子仁
肝脾肿大,核桃
肝脾肿大,鸡蛋清
肝脾肿大,鸡蛋
肝脾肿大,鸭肝
肝脾肿大,芝麻
肝脾肿大,田鸡
肝脾肿大,鸡蛋黄
肝脾肿大,鸭肝
肝脾肿大,芝麻
肝脾肿大,鸭肝
肝脾肿大,葵花子仁
肝脾肿大,白果（干）
肝脾肿大,白扁豆
肝脾肿大,鸭肝
肝脾肿大,葵花子仁
肝脾肿大,白果（干）
肝脾肿大,青豆
肝脾肿大,薇菜
肝脾肿大,南瓜子仁
肝脾肿大,葵花子仁
肝脾肿大,白果（干）
肝脾肿大,鸡蛋
肝脾肿大,鸭肉
肝脾肿大,鸡腿
肝脾肿大,莲子
肝脾肿大,葵花子仁
肝脾肿大,白果（干）
肝脾肿大,青豆
肝脾肿大,豆腐
肝脾肿大,鸡蛋
肝脾肿大,鸡腿
肝脾肿大,鸡肝
肝脾肿大,葵花子仁
肝脾肿大,桃仁
肝脾肿大,葵花子仁
肝脾肿大,核桃
肝脾肿大,白果（干）
肝脾肿大,鸭肝
肝脾肿大,鸡肝
肝脾肿大,芝麻
肝脾肿大,葵花子仁
肝脾肿大,莲子
肝脾肿大,葵花子仁
肝脾肿大,花生
肝脾肿大,核桃
肝脾肿大,葵花子仁
肝脾肿大,花生
肝脾肿大,核桃
肝脾肿大,白果（干）
肝脾肿大,鸡腿
肝脾肿大,桃仁
肝脾肿大,松子仁
肝脾肿大,莲子
肝脾肿大,鸡腿
肝脾肿大,莲子
肝脾肿大,白果（鲜）
肝脾肿大,青豆
肝脾肿大,鸡腿
肝脾肿大,桃仁
肝脾肿大,鳕鱼
肝脾肿大,鳝鱼
肝脾肿大,鸡腿
肝脾肿大,南瓜子仁
肝脾肿大,莲子
肝脾肿大,黄豆粉
肝脾肿大,鸭翅
肝脾肿大,莲子
肝脾肿大,核桃
肝脾肿大,青豆
肝脾肿大,鸭翅
肝脾肿大,莲子
肝脾肿大,核桃
肝脾肿大,青豆
肝脾肿大,芝麻
肝脾肿大,腰果
肝脾肿大,松子仁
肝脾肿大,南瓜子仁
肝脾肿大,芝麻
肝脾肿大,腰果
肝脾肿大,松子仁
肝脾肿大,南瓜子仁
肝脾肿大,鸡蛋
肝脾肿大,鹌鹑蛋
肝脾肿大,鸡肉
肝脾肿大,葵花子仁
肝脾肿大,鸭肝
肝脾肿大,鸡肝
肝脾肿大,葵花子仁
肝脾肿大,黑豆
肝脾肿大,芝麻
肝脾肿大,腰果
肝脾肿大,松子仁
肝脾肿大,莲子
肝脾肿大,鸭翅
肝脾肿大,莲子
肝脾肿大,核桃
肝脾肿大,青豆
肝脾肿大,鸡蛋
肝脾肿大,鸽蛋
肝脾肿大,鸡肉
肝脾肿大,腰果
肝脾肿大,鸭翅
肝脾肿大,莲子
肝脾肿大,核桃
肝脾肿大,青豆
肝脾肿大,鸡蛋
肝脾肿大,鸭翅
肝脾肿大,莲子
肝脾肿大,核桃
肝脾肿大,鸭翅
肝脾肿大,莲子
肝脾肿大,核桃
肝脾肿大,青豆
肝脾肿大,鸡蛋
肝脾肿大,鸽蛋
肝脾肿大,鸡肉
肝脾肿大,腰果
肝脾肿大,薇菜
肝脾肿大,鸡蛋
肝脾肿大,鸽蛋
肝脾肿大,鸡肉
肝脾肿大,鹿肉
肝脾肿大,鸡蛋
肝脾肿大,鸡肉
肝脾肿大,南瓜子仁
肝脾肿大,鸡蛋
肝脾肿大,鸽蛋
肝脾肿大,鸡肉
肝脾肿大,腰果
肝脾肿大,鸡蛋
肝脾肿大,鸭翅
肝脾肿大,莲子
肝脾肿大,核桃
肝脾肿大,蜂蜜
肝脾肿大,腰果
肝脾肿大,葵花子仁
肝脾肿大,白扁豆
肝脾肿大,猫肉
肝脾肿大,鸭翅
肝脾肿大,莲子
肝脾肿大,栗子（熟）
肝脾肿大,鸡蛋黄
肝脾肿大,鸡心
肝脾肿大,芝麻
肝脾肿大,南瓜子仁
肝脾肿大,鸡蛋
肝脾肿大,鸭血(白鸭)
肝脾肿大,腰果
肝脾肿大,葵花子仁
肝脾肿大,鸭翅
肝脾肿大,莲子
肝脾肿大,核桃
肝脾肿大,青豆
肝脾肿大,鸭翅
肝脾肿大,鸡肉
肝脾肿大,莲子
肝脾肿大,核桃
肝脾肿大,孢子甘蓝
肝脾肿大,鸭翅
肝脾肿大,鸡肉
肝脾肿大,莲子
肝脾肿大,杏仁
肝脾肿大,松子（炒）
肝脾肿大,南瓜子仁
肝脾肿大,黄豆粉
肝脾肿大,鸭蛋
肝脾肿大,鸡蛋
肝脾肿大,鸽蛋
肝脾肿大,芝麻
肝脾肿大,芝麻
肝脾肿大,南瓜子仁
肝脾肿大,黄豆粉
肝脾肿大,黑豆
肝脾肿大,鹅肉
肝脾肿大,松子仁
肝脾肿大,南瓜子仁
肝脾肿大,莲子
肝脾肿大,芝麻
肝脾肿大,南瓜子仁
肝脾肿大,绿豆
肝脾肿大,黄豆粉
肝脾肿大,芝麻
肝脾肿大,南瓜子仁
肝脾肿大,核桃
肝脾肿大,白果（鲜）
肝脾肿大,芝麻
肝脾肿大,腰果
肝脾肿大,南瓜子仁
肝脾肿大,黄豆粉
肝脾肿大,鸡心
肝脾肿大,鸡肉
肝脾肿大,芝麻
肝脾肿大,腰果
肝脾肿大,鸡心
肝脾肿大,芝麻
肝脾肿大,腰果
肝脾肿大,南瓜子仁
肝脾肿大,南瓜子仁
肝脾肿大,黄豆粉
肝脾肿大,黑豆
肝脾肿大,白扁豆
肝脾肿大,鸡蛋
肝脾肿大,鸡肉
肝脾肿大,南瓜子仁
肝脾肿大,白果（鲜）
肝脾肿大,鸡蛋黄
肝脾肿大,鸡蛋
肝脾肿大,黑芝麻
肝脾肿大,白果（鲜）
肝脾肿大,鸡蛋黄
肝脾肿大,鸡蛋
肝脾肿大,鸭肝
肝脾肿大,鸡肝
肝脾肿大,蜂蜜
肝脾肿大,鸡蛋黄
肝脾肿大,鸡蛋
肝脾肿大,鸭肝
肝脾肿大,鸡肉
肝脾肿大,腰果
肝脾肿大,莲子
肝脾肿大,青豆
肝脾肿大,荸荠粉
肝脾肿大,鸡心
肝脾肿大,鸡肉
肝脾肿大,鹅肉
肝脾肿大,鸡蛋黄
肝脾肿大,芝麻
肝脾肿大,莲子
肝脾肿大,白果（鲜）
肝脾肿大,芝麻
肝脾肿大,葵花子仁
肝脾肿大,白果（干）
肝脾肿大,绿豆
肝脾肿大,鸡肉
肝脾肿大,小白菜
肝脾肿大,绿豆芽
肝脾肿大,菜花
肝脾肿大,鸡蛋黄
肝脾肿大,鸡肉
肝脾肿大,芝麻
肝脾肿大,腰果
肝脾肿大,鸡蛋
肝脾肿大,鸽蛋
肝脾肿大,芝麻
肝脾肿大,青豆
肝脾肿大,鸡肉
肝脾肿大,芝麻
肝脾肿大,黑豆
肝脾肿大,大豆
肝脾肿大,鸡内金
肝脾肿大,芝麻
肝脾肿大,葵花子仁
肝脾肿大,核桃
肝脾肿大,鸡内金
肝脾肿大,葵花子仁
肝脾肿大,绿豆
肝脾肿大,黑豆
肝脾肿大,鸡蛋黄
肝脾肿大,鸡内金
肝脾肿大,腰果
肝脾肿大,杏仁
肝脾肿大,薇菜
肝脾肿大,鸡内金
肝脾肿大,南瓜子仁
肝脾肿大,葵花子仁
肝脾肿大,薇菜
肝脾肿大,鸡内金
肝脾肿大,南瓜子仁
肝脾肿大,葵花子仁
肝脾肿大,鸡蛋黄
肝脾肿大,芝麻
肝脾肿大,腰果
肝脾肿大,南瓜子仁
肝脾肿大,薇菜
肝脾肿大,鸡血
肝脾肿大,杏仁
肝脾肿大,葵花子仁
肝脾肿大,鸡蛋
肝脾肿大,鸡血
肝脾肿大,葵花子仁
肝脾肿大,青豆
肝脾肿大,赤砂糖
肝脾肿大,鸡蛋
肝脾肿大,鹌鹑蛋
肝脾肿大,鹅
肝脾肿大,赤砂糖
肝脾肿大,鸡蛋
肝脾肿大,鹌鹑蛋
肝脾肿大,鹅
肝脾肿大,赤砂糖
肝脾肿大,鸡蛋
肝脾肿大,鹌鹑蛋
肝脾肿大,鹅
肝脾肿大,赤砂糖
肝脾肿大,鸡蛋
肝脾肿大,鹌鹑蛋
肝脾肿大,鹅
色素斑,杏仁
色素斑,南瓜子仁
色素斑,莲子
色素斑,栗子（熟）
色素斑,鹿肉
色素斑,鸡心
色素斑,芝麻
色素斑,栗子（熟）
色素斑,鹿肉
色素斑,鸡心
色素斑,芝麻
色素斑,栗子（熟）
色素斑,鹿肉
色素斑,鸡蛋
色素斑,鸭翅
色素斑,芝麻
色素斑,鸭肝
色素斑,芝麻
色素斑,葵花子仁
色素斑,核桃
色素斑,薇菜
色素斑,南瓜子仁
色素斑,莲子
色素斑,葵花子仁
色素斑,薇菜
色素斑,芝麻
色素斑,杏仁
色素斑,南瓜子仁
色素斑,鸡蛋黄
色素斑,鸡肉
色素斑,杏仁
色素斑,葵花子仁
色素斑,鸡蛋黄
色素斑,杏仁
色素斑,葵花子仁
色素斑,黑芝麻
色素斑,薇菜
色素斑,鸡蛋黄
色素斑,杏仁
色素斑,葵花子仁
色素斑,鸡蛋
色素斑,鸽蛋
色素斑,鸡肉
色素斑,鸡肝
色素斑,鸡蛋
色素斑,鸽蛋
色素斑,芝麻
色素斑,栗子（鲜）
色素斑,鸡蛋
色素斑,鹌鹑蛋
色素斑,鸡肉
色素斑,腰果
色素斑,咸鸭蛋
色素斑,鸡肉
色素斑,鸡肝
色素斑,芝麻
色素斑,鹿肉
色素斑,鸡蛋
色素斑,鸡肉
色素斑,南瓜子仁
色素斑,鸡蛋
色素斑,鸡心
色素斑,鸡肝
色素斑,芝麻
色素斑,鸡蛋
色素斑,鸡心
色素斑,鸡肝
色素斑,南瓜子仁
色素斑,葵花子仁
色素斑,白扁豆
色素斑,武昌鱼
色素斑,鳝鱼
色素斑,鸡蛋
色素斑,鸭肝
色素斑,鹅肉
色素斑,芝麻
色素斑,腰果
色素斑,南瓜子仁
色素斑,花生
色素斑,核桃
色素斑,腰果
色素斑,南瓜子仁
色素斑,花生
色素斑,核桃
色素斑,腰果
色素斑,南瓜子仁
色素斑,花生
色素斑,核桃
色素斑,南瓜子仁
色素斑,黄豆粉
色素斑,赤小豆
色素斑,白扁豆
色素斑,鸡蛋
色素斑,鸡蛋
色素斑,腰果
色素斑,南瓜子仁
色素斑,芝麻
色素斑,杏仁
色素斑,西瓜子仁
色素斑,南瓜子仁
色素斑,腰果
色素斑,杏仁
色素斑,南瓜子仁
色素斑,葵花子仁
色素斑,鸭蛋
色素斑,鸡蛋
色素斑,鸡肉
色素斑,芝麻
色素斑,鸡蛋
色素斑,鸽蛋
色素斑,鸡肉
色素斑,芝麻
色素斑,薇菜
色素斑,鸡肉
色素斑,鸡内金
色素斑,南瓜子仁
色素斑,薇菜
色素斑,鸡内金
色素斑,南瓜子仁
色素斑,葵花子仁
色素斑,鸡蛋
色素斑,鸽蛋
色素斑,鹌鹑蛋
色素斑,鸡血
色素斑,鸡蛋
色素斑,鸽蛋
色素斑,鹌鹑蛋
色素斑,鸡血
色素斑,鸡血
色素斑,芝麻
色素斑,葵花子仁
色素斑,花生
色素斑,芝麻
色素斑,核桃
色素斑,青豆
色素斑,绿豆面
色素斑,鸡血
色素斑,芝麻
色素斑,葵花子仁
色素斑,花生
色素斑,鸡血
色素斑,葵花子仁
色素斑,花生
色素斑,核桃
色素斑,鸭蛋
色素斑,鸡蛋
色素斑,鸡肉
色素斑,腰果
色素斑,鸭蛋
色素斑,鸡蛋
色素斑,鸡肉
色素斑,芝麻
色素斑,鸭蛋
色素斑,鸡蛋
色素斑,鸭肝
色素斑,鸡肉
色素斑,乌骨鸡
色素斑,芝麻
色素斑,栗子（熟）
色素斑,核桃
色素斑,赤砂糖
色素斑,鸡蛋
色素斑,鹌鹑蛋
色素斑,鸡肉
色素斑,赤砂糖
色素斑,鸡蛋
色素斑,鸽蛋
色素斑,鹌鹑蛋
色素斑,赤砂糖
色素斑,鸡蛋
色素斑,鹌鹑蛋
色素斑,鸽肉
耳聋,杏仁
耳聋,南瓜子仁
耳聋,莲子
耳聋,栗子（熟）
耳聋,鹿肉
耳聋,鸡心
耳聋,栗子（熟）
耳聋,葵花子仁
耳聋,鸭肉
耳聋,鸡肉
耳聋,芝麻
耳聋,松子仁
耳聋,鸭肉
耳聋,芝麻
耳聋,松子仁
耳聋,南瓜子仁
耳聋,鸭翅
耳聋,鸡肝
耳聋,芝麻
耳聋,莲子
耳聋,鸡蛋黄
耳聋,母鸡
耳聋,莲子
耳聋,葵花子仁
耳聋,鸡蛋
耳聋,葵花子仁
耳聋,白果（干）
耳聋,绿豆
耳聋,鸡蛋
耳聋,葵花子仁
耳聋,白果（干）
耳聋,黑豆
耳聋,鸡蛋
耳聋,鸡肉
耳聋,南瓜子仁
耳聋,葵花子仁
耳聋,鸡蛋
耳聋,鸡蛋
耳聋,南瓜子仁
耳聋,葵花子仁
耳聋,鸡蛋黄
耳聋,鸡肝
耳聋,南瓜子仁
耳聋,葵花子仁
耳聋,鸭肝
耳聋,鸡肉
耳聋,南瓜子仁
耳聋,葵花子仁
耳聋,薇菜
耳聋,鸡蛋
耳聋,鸽蛋
耳聋,鸡腿
耳聋,鸡蛋
耳聋,鸽蛋
耳聋,鸡肉
耳聋,芝麻
耳聋,薇菜
耳聋,鸡蛋
耳聋,鸽蛋
耳聋,芝麻
耳聋,薇菜
耳聋,鸡蛋黄
耳聋,南瓜子仁
耳聋,莲子
耳聋,鸡蛋黄
耳聋,杏仁
耳聋,葵花子仁
耳聋,黑芝麻
耳聋,鸡蛋黄
耳聋,鸡蛋
耳聋,杏仁
耳聋,葵花子仁
耳聋,鸭翅
耳聋,鸡心
耳聋,鸡肉
耳聋,松子仁
耳聋,鸭翅
耳聋,鸡肉
耳聋,鸡翅
耳聋,松子仁
耳聋,鸭翅
耳聋,鸡肉
耳聋,鸡翅
耳聋,葵花子仁
耳聋,鸭翅
耳聋,鸡肉
耳聋,鸡翅
耳聋,葵花子仁
耳聋,鸭蛋
耳聋,鸡蛋
耳聋,鸭翅
耳聋,鸡肉
耳聋,鸭蛋
耳聋,鸡蛋
耳聋,鸭翅
耳聋,鸡肉
耳聋,蜂蜜
耳聋,鸭蛋
耳聋,鸡蛋
耳聋,鸭翅
耳聋,鸭蛋
耳聋,鸡蛋
耳聋,鸭翅
耳聋,鸡肉
耳聋,鸭蛋
耳聋,鸡蛋
耳聋,鸭翅
耳聋,鸡肉
耳聋,鸭蛋
耳聋,鸡蛋
耳聋,鸭翅
耳聋,鸡肉
耳聋,芝麻
耳聋,莲子
耳聋,栗子（熟）
耳聋,核桃
耳聋,鸡蛋清
耳聋,鸡蛋
耳聋,鸽蛋
耳聋,鸭肝
耳聋,芝麻
耳聋,腰果
耳聋,松子仁
耳聋,南瓜子仁
耳聋,鸭翅
耳聋,鸡肝
耳聋,莲子
耳聋,黑芝麻
耳聋,鸡蛋
耳聋,鸽蛋
耳聋,鸡肉
耳聋,腰果
耳聋,鸡蛋
耳聋,鸡蛋
耳聋,鸽蛋
耳聋,鸡肉
耳聋,鸡蛋
耳聋,鸭翅
耳聋,莲子
耳聋,核桃
耳聋,腰果
耳聋,南瓜子仁
耳聋,莲子
耳聋,核桃
耳聋,鸡蛋
耳聋,鸡肉
耳聋,腰果
耳聋,葵花子仁
耳聋,鸡肉
耳聋,腰果
耳聋,绿豆
耳聋,黄豆粉
耳聋,蜂蜜
耳聋,鸭蛋
耳聋,鸡蛋
耳聋,鹌鹑蛋
耳聋,鸡心
耳聋,鸡肝
耳聋,腰果
耳聋,莲子
耳聋,南瓜子仁
耳聋,绿豆
耳聋,黄豆粉
耳聋,豆腐
耳聋,鹿肉
耳聋,黄酒
耳聋,红葡萄酒
耳聋,鸭肝
