Symptom,commonDrug
腹部逐渐胀大,维生素C片
腹部逐渐胀大,护肝片
腹部逐渐胀大,益肝灵片
腹部逐渐胀大,安胎丸
腹部逐渐胀大,千金保孕丸
非血性腹水,强力康颗粒
非血性腹水,注射用硫酸长春新碱
非血性腹水,强力康颗粒
非血性腹水,注射用硫酸长春新碱
感觉过敏,强力康颗粒
感觉过敏,注射用硫酸长春新碱
感觉过敏,巴氯芬片
感觉过敏,益髓颗粒
感觉过敏,甲钴胺胶囊
感觉过敏,维生素B1片
感觉过敏,天麻素胶囊
感觉过敏,对乙酰氨基酚缓释片
感觉过敏,双氯芬酸二乙胺凝胶
感觉过敏,酮洛芬凝胶
感觉过敏,布洛芬片
感觉过敏,阿司匹林片
感觉过敏,骨刺片
感觉过敏,氨糖美辛肠溶片
感觉过敏,苦参碱氯化钠注射液
感觉过敏,顺铂注射液
感觉过敏,板蓝根颗粒
感觉过敏,重楼解毒酊
感觉过敏,地巴唑片
感觉过敏,氢溴酸加兰他敏注射液
感觉过敏,盐酸仑氨西林片
感觉过敏,司帕沙星片
感觉过敏,创灼膏
感觉过敏,盐酸左氧氟沙星片
感觉过敏,醋酸泼尼松龙片
感觉过敏,泼尼松龙片
感觉过敏,甲硝唑乳膏
感觉过敏,妇洁舒洗液
感觉过敏,消炎镇痛膏
感觉过敏,麝香壮骨膏
感觉过敏,哈西奈德溶液
感觉过敏,积雪苷霜软膏
感觉过敏,骨刺片
感觉过敏,氨糖美辛肠溶片
感觉过敏,双嘧达莫片
感觉过敏,华法林钠片
感觉过敏,小儿暖脐膏
感觉过敏,十香暖脐膏
感觉过敏,癫痫宁片
感觉过敏,消炎镇痛膏
感觉过敏,麝香壮骨膏
感觉过敏,安宫牛黄丸
感觉过敏,巴特日七味丸
感觉过敏,苯噻啶片
感觉过敏,注射用重组人白介素-2(Ⅰ)
感觉过敏,西吡氯铵含漱液
感觉过敏,抗菌消炎胶囊
感觉过敏,消炎镇痛膏
感觉过敏,麝香壮骨膏
感觉过敏,抑眩宁胶囊
感觉过敏,龙骨颈椎胶囊
感觉过敏,巴氯芬片
感觉过敏,强力康颗粒
感觉过敏,普瑞巴林胶囊
感觉过敏,阿司匹林肠溶胶囊
感觉过敏,氯霉素片
感觉过敏,注射用头孢哌酮钠舒巴坦钠
感觉过敏,巴氯芬片
感觉过敏,益髓颗粒
感觉过敏,益肾灵颗粒
感觉过敏,补肾斑龙片
感觉过敏,依托红霉素片
感觉过敏,盐酸美他环素片
感觉过敏,骨刺片
感觉过敏,氨糖美辛肠溶片
感觉过敏,维生素A棕榈酸酯眼用凝胶
感觉过敏,小牛血去蛋白提取物眼用凝胶
感觉过敏,消炎镇痛膏
感觉过敏,麝香壮骨膏
感觉过敏,安宫牛黄丸
感觉过敏,长春西汀片
感觉过敏,奥拉西坦胶囊
感觉过敏,吡拉西坦片
感觉过敏,盐酸乙哌立松片
感觉过敏,双嘧达莫片
感觉过敏,华法林钠片
感觉过敏,氟康唑胶囊
感觉过敏,氯霉素片
感觉过敏,元胡止痛胶囊
感觉过敏,加味逍遥丸
感觉过敏,无极膏
感觉过敏,止痒消炎水
感觉过敏,甲钴胺胶囊
感觉过敏,维生素B1片
血性腹水,强力康颗粒
血性腹水,注射用硫酸长春新碱
血性腹水,氯霉素片
血性腹水,盐酸克林霉素棕榈酸酯颗粒
血性腹水,氟尿嘧啶注射液
血性腹水,醋酸甲地孕酮分散片
血性腹水,醋酸甲地孕酮分散片
血性腹水,苯丁酸氮芥片
耳顶线以下至发...,盐酸克林霉素棕榈酸酯分散片
耳顶线以下至发...,盐酸克林霉素胶囊
耳顶线以下至发...,天麻素胶囊
耳顶线以下至发...,天麻素片
耳顶线以下至发...,二十五味珊瑚丸
耳顶线以下至发...,双氯芬酸钠肠溶片
细胞感染增大,盐酸克林霉素棕榈酸酯分散片
细胞感染增大,盐酸克林霉素胶囊
细胞感染增大,杞菊地黄丸
细胞感染增大,明目地黄丸
肠系膜囊肿,强力康颗粒
肠系膜囊肿,注射用硫酸长春新碱
肠系膜囊肿,消癌平片
肠系膜囊肿,阿魏化痞膏
涂锐,尼莫地平片
涂锐,桂利嗪片
涂锐,克拉霉素分散片
涂锐,阿奇霉素片
涂锐,跳骨片
涂锐,安宫牛黄丸
涂锐,长春西汀片
涂锐,骨肽片
涂锐,复方氨基酸胶囊(8-11)
涂锐,依托红霉素片
涂锐,盐酸美他环素片
吞酸,藿香正气丸
吞酸,藿香正气胶囊
吞酸,温胃舒泡腾片
吞酸,复方猴头颗粒
溢乳,乳酸菌素片
溢乳,盐酸小檗碱片
溢乳,注射用头孢哌酮钠舒巴坦钠
溢乳,静注人免疫球蛋白(pH4)
溢乳,黄体酮胶囊
溢乳,止痛化癥片
溢乳,甲磺酸-a-二氢麦角隐亭片
溢乳,枸橼酸氯米芬片
溢乳,调经促孕丸
溢乳,小儿麻甘颗粒
溢乳,婴儿保肺宁
溢乳,黄体酮胶囊
溢乳,止痛化癥片
溢乳,大黄蛰虫丸
溢乳,健身全鹿丸
溢乳,整蛋白型肠内营养剂(粉剂)
溢乳,肠内营养混悬液(TPF)
溢乳,达那唑胶囊
溢乳,注射用醋酸曲普瑞林
溢乳,甲磺酸溴隐亭片
溢乳,注射用尿促卵泡素
溢乳,大黄蛰虫丸
溢乳,黄体酮胶囊
溢乳,苦参碱氯化钠注射液
溢乳,注射用顺铂
溢乳,甲磺酸-a-二氢麦角隐亭片
溢乳,甲磺酸-a-二氢麦角隐亭片
流泪,清凉油
流泪,风油精
流泪,阿司匹林片
流泪,双氯芬酸钠肠溶片
流泪,注射用异环磷酰胺
流泪,顺铂注射液
流泪,头孢氨苄胶囊
流泪,妥布霉素地塞米松滴眼液
流泪,一清颗粒
流泪,氧氟沙星滴眼液
流泪,一清颗粒
流泪,氧氟沙星滴眼液
流泪,氧氟沙星滴眼液
流泪,氯霉素滴眼液
流泪,重组牛碱性成纤维细胞生长因子凝胶
流泪,阿昔洛韦滴眼液
流泪,盐酸吗啉胍片
流泪,一清颗粒
流泪,氧氟沙星滴眼液
流泪,环孢素软胶囊
流泪,复方硫酸新霉素滴眼液
流泪,复方硫酸新霉素滴眼液
流泪,地塞米松磷酸钠滴眼液
流泪,头孢氨苄胶囊
流泪,妥布霉素地塞米松滴眼液
流泪,氯霉素滴眼液
流泪,退障眼膏
流泪,牛黄解毒丸
流泪,牛黄解毒片
流泪,重组人表皮生长因子衍生物滴眼液
流泪,硫酸软骨素滴眼液
流泪,甲泼尼龙片
流泪,注射用甲泼尼龙琥珀酸钠
流泪,一清颗粒
流泪,氧氟沙星滴眼液
流泪,复方硫酸新霉素滴眼液
流泪,地塞米松磷酸钠滴眼液
流泪,头孢氨苄胶囊
流泪,盐酸仑氨西林片
流泪,一清颗粒
流泪,氧氟沙星滴眼液
流泪,一清颗粒
流泪,氧氟沙星滴眼液
流泪,氯雷他定胶囊
流泪,盐酸西替利嗪片
流泪,重组人表皮生长因子衍生物滴眼液
流泪,硫酸卡那霉素滴眼液
流泪,氯霉素滴眼液
流泪,酞丁安滴眼液
流泪,维生素B2片
流泪,氯霉素滴眼液
流泪,盐酸仑氨西林片
流泪,重组牛碱性成纤维细胞生长因子滴眼液
流泪,拉坦前列素滴眼液
流泪,酒石酸溴莫尼定滴眼液
流泪,氯霉素滴眼液
流泪,妥布霉素地塞米松滴眼液
流泪,乳酸依沙吖啶溶液
流泪,七厘散
流泪,重组牛碱性成纤维细胞生长因子滴眼液
流泪,氧氟沙星滴眼液
流泪,维生素B2片
流泪,氯霉素滴眼液
流泪,猴头菌提取物颗粒
流泪,柳氮磺吡啶栓
流泪,维生素B2片
流泪,氯霉素滴眼液
流泪,氯霉素滴眼液
流泪,退障眼膏
流泪,丙硫氧嘧啶片
流泪,对氨基水杨酸钙片
流泪,维生素B2片
流泪,氯霉素滴眼液
流泪,布美他尼片
流泪,十一味金色丸
流泪,依诺沙星乳膏
流泪,肠内营养混悬液(TPF)
流泪,醋酸氢化可的松滴眼液
流泪,醋酸泼尼松龙滴眼液
流泪,一清颗粒
流泪,氧氟沙星滴眼液
流泪,诺氟沙星胶囊
流泪,牛黄解毒丸
流泪,牛黄解毒片
流泪,丙酸氯倍他索乳膏
流泪,他卡西醇软膏
流泪,布美他尼片
流泪,十一味金色丸
流泪,香菊片
流泪,布美他尼片
流泪,十一味金色丸
流泪,羧甲司坦片
流泪,羧甲淀粉钠溶液
流泪,抑眩宁胶囊
流泪,氯霉素滴眼液
流泪,妥布霉素地塞米松滴眼液
流泪,阿苯达唑片
流泪,吡喹酮片
流泪,阿昔洛韦滴眼液
流泪,盐酸吗啉胍片
流泪,氯雷他定糖浆
流泪,氯雷他定片
流泪,盐酸仑氨西林片
流泪,重组牛碱性成纤维细胞生长因子滴眼液
流泪,牛黄解毒丸
流泪,牛黄解毒片
流泪,氯霉素滴眼液
流泪,妥布霉素滴眼液
流泪,小儿化毒散
流泪,小儿化毒胶囊
流泪,布美他尼片
流泪,十一味金色丸
流泪,复方硫酸新霉素滴眼液
流泪,双氯芬酸钠滴眼液
流泪,注射用甲泼尼龙琥珀酸钠
流泪,甲泼尼龙片
流泪,复方硫酸新霉素滴眼液
流泪,双氯芬酸钠滴眼液
流泪,复方硫酸新霉素滴眼液
流泪,双氯芬酸钠滴眼液
流泪,氯雷他定片
流泪,氯雷他定胶囊
流泪,盐酸金刚烷胺片
流泪,吡拉西坦分散片
流泪,阿司匹林肠溶胶囊
流泪,吲哚美辛栓
流泪,强力康颗粒
流泪,复方阿胶补血膏
流泪,消炎镇痛膏
流泪,麝香壮骨膏
流泪,乳酸依沙吖啶溶液
流泪,七厘散
流泪,妥布霉素地塞米松滴眼液
流泪,诺氟沙星滴眼液
流泪,拉坦前列素滴眼液
流泪,酒石酸溴莫尼定滴眼液
流泪,复方托吡卡胺滴眼液
流泪,托吡卡胺滴眼液
流泪,环孢素软胶囊
流泪,复方硫酸新霉素滴眼液
流泪,阿司匹林肠溶胶囊
流泪,双氯芬酸钠肠溶片
流泪,复方硫酸新霉素滴眼液
流泪,双氯芬酸钠滴眼液
流泪,增光胶囊
流泪,眼氨肽滴眼液
流泪,强力康颗粒
流泪,复方阿胶补血膏
流泪,头孢氨苄胶囊
流泪,妥布霉素地塞米松滴眼液
流泪,雷公藤多苷片
流泪,雷公藤多甙片
流泪,复方硫酸新霉素滴眼液
流泪,双氯芬酸钠滴眼液
流泪,环孢素软胶囊
流泪,复方硫酸新霉素滴眼液
流泪,复方硫酸新霉素滴眼液
流泪,双氯芬酸钠滴眼液
流泪,一清颗粒
流泪,氧氟沙星滴眼液
流泪,氯霉素滴眼液
流泪,酞丁安滴眼液
流泪,健儿清解液
流泪,小儿止咳糖浆
流泪,复方硫酸新霉素滴眼液
流泪,双氯芬酸钠滴眼液
流泪,氯霉素滴眼液
流泪,妥布霉素地塞米松滴眼液
流泪,氯霉素滴眼液
流泪,妥布霉素地塞米松滴眼液
流泪,地巴唑片
流泪,甲钴胺胶囊
流泪,藿香正气丸
流泪,藿香正气胶囊
流泪,氯霉素滴眼液
流泪,退障眼膏
流泪,维生素B2片
流泪,氯霉素滴眼液
流泪,氯霉素滴眼液
流泪,酞丁安滴眼液
流泪,洁阴止痒洗液
流泪,肤阴洁液
流泪,维生素B2片
流泪,氯霉素滴眼液
流泪,阿苯达唑片
流泪,吡喹酮片
流泪,牛黄解毒丸
流泪,牛黄解毒片
流泪,复方硫酸新霉素滴眼液
流泪,双氯芬酸钠滴眼液
流泪,复方硫酸新霉素滴眼液
流泪,双氯芬酸钠滴眼液
流泪,氯霉素滴眼液
流泪,退障眼膏
流泪,蛤蚧定喘丸
流泪,氨茶碱片
流泪,氯雷他定糖浆
流泪,氯雷他定片
流泪,妥布霉素地塞米松滴眼液
流泪,妥布霉素滴眼液
流泪,心脑健片
流泪,参芪十一味颗粒
流泪,赖氨葡锌颗粒
流泪,葡萄糖酸锌颗粒
流泪,和血明目片
流泪,胰激肽原酶肠溶片
流泪,阿胶牡蛎口服液
流泪,五味安神颗粒
流泪,氯霉素滴眼液
流泪,重组牛碱性成纤维细胞生长因子凝胶
流泪,氯霉素滴眼液
流泪,妥布霉素地塞米松滴眼液
流泪,羟苯磺酸钙胶囊
流泪,银杏叶提取物片
血糖升高,清凉油
血糖升高,风油精
血糖升高,硫辛酸片
血糖升高,依帕司他片
血糖升高,丹参片
血糖升高,辛伐他汀片
血糖升高,益坤宁片
血糖升高,黄体酮胶囊
血糖升高,盐酸二甲双胍片
血糖升高,盐酸苯乙双胍片
血糖升高,抗饥消渴片
血糖升高,蜂胶片
血糖升高,抗饥消渴片
血糖升高,蜂胶片
血糖升高,盐酸二甲双胍片
血糖升高,降糖宁胶囊
溃疡疼痛,阿莫西林颗粒
溃疡疼痛,复方猴头颗粒
溃疡疼痛,醋酸泼尼松片
溃疡疼痛,苯丁酸氮芥片
溃疡疼痛,注射用盐酸平阳霉素
溃疡疼痛,鱼肝油酸钠注射液
溃疡疼痛,注射用盐酸平阳霉素
溃疡疼痛,强力康颗粒
溃疡疼痛,红霉素肠溶片
溃疡疼痛,琥乙红霉素颗粒
溃疡疼痛,双氯芬酸二乙胺凝胶
溃疡疼痛,布洛芬缓释混悬液
溃疡疼痛,注射用胰激肽原酶
溃疡疼痛,奥美拉唑肠溶胶囊
溃疡疼痛,盐酸雷尼替丁胶囊
溃疡疼痛,肠内营养乳剂(TP)
溃疡疼痛,肠内营养混悬液(SP)
溃疡疼痛,丁硼乳膏
溃疡疼痛,甘草锌胶囊
溃疡疼痛,奥美拉唑肠溶胶囊
溃疡疼痛,盐酸雷尼替丁胶囊
难治性溃疡,阿莫西林颗粒
难治性溃疡,复方猴头颗粒
难治性溃疡,利福喷丁胶囊
难治性溃疡,异烟肼片
胆汁性肝硬化,维生素E皇浆口服液
胆汁性肝硬化,二十五味松石丸
胆汁性肝硬化,维生素C片
胆汁性肝硬化,硫唑嘌呤片
胆汁性肝硬化,丁二磺酸腺苷蛋氨酸肠溶片
胆汁性肝硬化,复方胆通胶囊
胆汁性肝硬化,消石利胆胶囊
胆汁性肝硬化,盐酸左氧氟沙星胶囊
胆汁性肝硬化,消炎利胆软胶囊
胆汁性肝硬化,盐酸左氧氟沙星胶囊
胆汁性肝硬化,注射用头孢唑林钠
胆汁性肝硬化,参茸卫生丸
胆汁性肝硬化,阿胶益寿口服液
胆汁性肝硬化,阿苯达唑片
胆汁性肝硬化,吡喹酮片
维生素D缺乏,维生素E皇浆口服液
维生素D缺乏,复方氨基酸胶囊(8-11)
维生素D缺乏,胆维丁乳
维生素D缺乏,盐酸沙丙蝶呤片
维生素D缺乏,胆维丁乳
维生素D缺乏,阿胶牡蛎口服液
维生素D缺乏,维生素B6片
维生素D缺乏,三维鱼肝油乳
维生素D缺乏,胆维丁乳
维生素D缺乏,阿胶牡蛎口服液
维生素D缺乏,三维葡磷钙咀嚼片
维生素D缺乏,三合钙咀嚼片
维生素D缺乏,三维葡磷钙咀嚼片
维生素D缺乏,替勃龙片
维生素D缺乏,丙硫氧嘧啶片
维生素D缺乏,硫唑嘌呤片
肝内淤胆,维生素E皇浆口服液
肝内淤胆,利肝隆片
肝内淤胆,苦参碱注射液
肝内淤胆,丙硫氧嘧啶片
肝内淤胆,硫唑嘌呤片
涂友宝,伤科跌打丸
涂友宝,跌打丸
涂友宝,茴香橘核丸
涂友宝,十香丸
涂友宝,依托红霉素颗粒
涂友宝,红霉素肠溶片
涂友宝,盐酸消旋山莨菪碱氯化钠注射液
涂友宝,阿托品异丙嗪注射液
涂友宝,龙血竭胶囊
涂友宝,吲哚美辛肠溶片
涂友宝,曲匹布通片
涂友宝,盐酸多西环素胶丸
涂友宝,肿节风分散片
涂友宝,肿节风软胶囊
涂友宝,盐酸左氧氟沙星胶囊
涂友宝,左氧氟沙星片
涂友宝,双氯芬酸二乙胺凝胶
涂友宝,酮洛芬凝胶
涂友宝,双嘧达莫片
涂友宝,华法林钠片
涂友宝,盐酸克林霉素棕榈酸酯分散片
涂友宝,盐酸克林霉素胶囊
涂友宝,消炎利胆片
涂友宝,注射用头孢哌酮钠舒巴坦钠
涂友宝,地奥司明片
涂友宝,脉络舒通颗粒
涂友宝,布美他尼片
涂友宝,十一味金色丸
涂友宝,舒筋活血片
涂友宝,骨肽片
涂友宝,吲哚美辛呋喃唑酮栓
涂友宝,赛霉安散
涂友宝,肠内营养乳剂(TP)
涂友宝,肠内营养混悬液(SP)
涂友宝,肠内营养乳剂(TP)
涂友宝,肠内营养混悬液(SP)
涂友宝,肠内营养混悬液(TPF)
涂友宝,整蛋白型肠内营养剂(粉剂)
小肠损伤,曲匹布通片
小肠损伤,盐酸多西环素胶丸
小肠损伤,盐酸左氧氟沙星胶囊
小肠损伤,依托红霉素片
听觉障碍,小儿盐酸赖氨酸颗粒
听觉障碍,巴氯芬片
听觉障碍,参志胶囊
听觉障碍,注射用盐酸平阳霉素
听觉障碍,鱼肝油酸钠注射液
听觉障碍,参志胶囊
听觉障碍,宁心益智胶囊
听觉障碍,吡拉西坦片
听觉障碍,吡拉西坦胶囊
听觉障碍,吡拉西坦片
听觉障碍,氢溴酸加兰他敏缓释片
听觉障碍,甘草锌胶囊
听觉障碍,吡拉西坦片
眼球震颤,小儿盐酸赖氨酸颗粒
眼球震颤,布美他尼片
眼球震颤,十一味金色丸
眼球震颤,归脾合剂
眼球震颤,当归片
眼球震颤,天王补心丸
眼球震颤,左卡尼汀口服溶液
眼球震颤,清凉油
眼球震颤,风油精
眼球震颤,注射用头孢曲松钠
眼球震颤,氯霉素片
眼球震颤,注射用七叶皂苷钠
眼球震颤,七叶皂苷钠片
眼球震颤,脑络通胶囊
眼球震颤,安宫牛黄丸
眼球震颤,骨肽片
眼球震颤,复方氨基酸胶囊(8-11)
眼球震颤,巴氯芬片
眼球震颤,益髓颗粒
眼球震颤,法可林滴眼液
眼球震颤,注射用A型肉毒毒素
眼球震颤,注射用A型肉毒毒素
眼球震颤,龙胆泻肝丸
眼球震颤,龙胆泻肝片
眼球震颤,巴氯芬片
眼球震颤,参志胶囊
眼球震颤,丙硫氧嘧啶片
眼球震颤,对氨基水杨酸钙片
眼球震颤,盐酸纳洛酮舌下片
眼球震颤,注射用还原型谷胱甘肽
眼球震颤,氟哌啶醇片
眼球震颤,奋乃静片
眼球震颤,四维他胶囊
眼球震颤,核黄素磷酸钠注射液
眼球震颤,左乙拉西坦片
眼球震颤,苯妥英钠片
眼球震颤,心脑欣丸
眼球震颤,复方黄黛片
眼球震颤,丙酸氯倍他索乳膏
眼球震颤,他卡西醇软膏
眼球震颤,注射用七叶皂苷钠
眼球震颤,七叶皂苷钠片
眼球震颤,参志胶囊
眼球震颤,宁心益智胶囊
眼球震颤,盐酸倍他司汀片
眼球震颤,桂利嗪片
眼球震颤,呋塞米片
眼球震颤,呋塞米注射液
眼球震颤,参志胶囊
眼球震颤,宁心益智胶囊
眼球震颤,维生素B2片
眼球震颤,肠内营养乳剂(TP)
眼球震颤,瓜霜退热灵胶囊
眼球震颤,安宫牛黄丸
眼球震颤,羟苯磺酸钙胶囊
眼球震颤,复方樟柳碱注射液
眼球震颤,雷公藤多苷片
眼球震颤,雷公藤多甙片
眼球震颤,通脉颗粒
眼球震颤,脑络通胶囊
眼球震颤,乙酰唑胺片
眼球震颤,眼氨肽注射液
眼球震颤,眼氨肽注射液
眼球震颤,乙酰唑胺片
眼球震颤,鸦胆子油口服乳液
眼球震颤,吡拉西坦葡萄糖注射液
眼球震颤,鸦胆子油口服乳液
眼球震颤,吡拉西坦葡萄糖注射液
眼球震颤,甲钴胺片
眼球震颤,注射用胸腺肽
眼球震颤,环孢素软胶囊
眼球震颤,复方硫酸新霉素滴眼液
眼球震颤,珍珠末
眼球震颤,白金丸
眼球震颤,呋塞米片
眼球震颤,结石通茶
眼球震颤,硫酸锌片
眼球震颤,注射用重组人生长激素
眼球震颤,盐酸金刚烷胺片
眼球震颤,盐酸苯海索片
眼球震颤,注射用香菇多糖
眼球震颤,苦参碱氯化钠注射液
眼球震颤,头孢氨苄胶囊
眼球震颤,氨苄西林胶囊
眼球震颤,苦参碱氯化钠注射液
眼球震颤,卡莫司汀注射液
眼球震颤,氨碘肽滴眼液
眼球震颤,眼氨肽注射液
眼球震颤,甲钴胺胶囊
眼球震颤,维生素B1片
眼球震颤,维生素B1丸
眼球震颤,呋喃硫胺片
眼球震颤,眼氨肽注射液
眼球震颤,乙酰唑胺片
眼球震颤,苦参碱氯化钠注射液
眼球震颤,芪蓝扶正颗粒
眼球震颤,苦参碱氯化钠注射液
眼球震颤,芪蓝扶正颗粒
眼球震颤,头孢氨苄胶囊
眼球震颤,盐酸左氧氟沙星胶囊
眼球震颤,拉坦前列素滴眼液
眼球震颤,酒石酸溴莫尼定滴眼液
眼球震颤,维生素B6片
眼球震颤,三维鱼肝油乳
眼球震颤,参志胶囊
眼球震颤,宁心益智胶囊
眼球震颤,盐酸倍他司汀片
眼球震颤,桂利嗪片
眼球震颤,洁阴止痒洗液
眼球震颤,肤阴洁液
眼球震颤,注射用A型肉毒毒素
眼球震颤,拉坦前列素滴眼液
眼球震颤,酒石酸溴莫尼定滴眼液
眼球震颤,甲钴胺胶囊
眼球震颤,叶酸片
眼球震颤,心脑健片
眼球震颤,参芪十一味颗粒
眼球震颤,替莫唑胺胶囊
眼球震颤,替尼泊苷注射液
眼球震颤,复方环磷酰胺片
眼球震颤,依托泊苷软胶囊
绿牙或棕褐色牙,小儿盐酸赖氨酸颗粒
绿牙或棕褐色牙,丁硼乳膏
绿牙或棕褐色牙,甲硝唑片
新生儿手足徐动,小儿盐酸赖氨酸颗粒
新生儿手足徐动,苯妥英钠片
胃扩张,喷托维林氯化铵糖浆
胃扩张,氧氟沙星片
情绪性厌食,健儿清解液
情绪性厌食,甘草锌胶囊
情绪性厌食,甘草锌胶囊
情绪性厌食,甘草锌颗粒
情绪性厌食,甘草锌胶囊
情绪性厌食,甘草锌颗粒
情绪性厌食,甘草锌胶囊
情绪性厌食,甘草锌颗粒
情绪性厌食,甘草锌胶囊
情绪性厌食,甘草锌颗粒
甲状腺功能低下,健儿清解液
甲状腺功能低下,甘草锌胶囊
甲状腺功能低下,醋酸泼尼松片
甲状腺功能低下,积雪苷片
甲状腺功能低下,丙硫氧嘧啶片
甲状腺功能低下,硫唑嘌呤片
甲状腺功能低下,丙硫氧嘧啶片
甲状腺功能低下,对氨基水杨酸钙片
甲状腺功能低下,复方万年青胶囊
甲状腺功能低下,消癌平片
甲状腺功能低下,苯磺酸氨氯地平胶囊
甲状腺功能低下,清脑降压胶囊
甲状腺功能低下,胸腺肽肠溶片
甲状腺功能低下,脾氨肽口服冻干粉
甲状腺功能低下,左甲状腺素钠片
甲状腺功能低下,夏枯草膏
甲状腺功能低下,硫唑嘌呤片
甲状腺功能低下,丙硫氧嘧啶片
甲状腺功能低下,左甲状腺素钠片
甲状腺功能低下,参志胶囊
甲状腺功能低下,宁心益智胶囊
甲状腺功能低下,坤泰胶囊
甲状腺功能低下,己烯雌酚片
甲状腺功能低下,左甲状腺素钠片
甲状腺功能低下,夏枯草膏
甲状腺功能低下,碘酸钾片
甲状腺功能低下,碘化钾片
甲状腺功能低下,重组人生长激素注射液
甲状腺功能低下,注射用重组人生长激素
甲状腺功能低下,丙硫氧嘧啶片
甲状腺功能低下,对氨基水杨酸钙片
甲状腺功能低下,复方α-酮酸片
甲状腺功能低下,调元大补二十五味汤散
甲状腺功能低下,注射用盐酸平阳霉素
甲状腺功能低下,鱼肝油酸钠注射液
甲状腺功能低下,左甲状腺素钠片
甲状腺功能低下,甲状腺片
甲状腺功能低下,左甲状腺素钠片
甲状腺功能低下,甲状腺片
甲状腺功能低下,左甲状腺素钠片
甲状腺功能低下,注射用盐酸博莱霉素
甲状腺功能低下,甘草锌胶囊
甲状腺功能低下,甘草锌颗粒
甲状腺功能低下,硫唑嘌呤片
甲状腺功能低下,丙硫氧嘧啶片
甲状腺功能低下,左甲状腺素钠片
甲状腺功能低下,甲状腺片
甲状腺功能低下,甲磺酸-a-二氢麦角隐亭片
甲状腺功能低下,甘草锌胶囊
甲状腺功能低下,吡拉西坦片
甲状腺功能低下,甘草锌胶囊
甲状腺功能低下,吡拉西坦片
厌奶,健儿清解液
厌奶,甘草锌胶囊
厌奶,健儿清解液
厌奶,小儿喜食糖浆
生理性厌食,健儿清解液
生理性厌食,甘草锌胶囊
生理性厌食,甘草锌胶囊
生理性厌食,甘草锌颗粒
脑积水,强力康颗粒
脑积水,司莫司汀胶囊
脑积水,注射用七叶皂苷钠
脑积水,七叶皂苷钠片
脑积水,硫酸庆大霉素注射液
脑积水,硫酸妥布霉素注射液
脑积水,注射用香菇多糖
脑积水,苦参碱氯化钠注射液
脑积水,鸦胆子油口服乳液
脑积水,吡拉西坦葡萄糖注射液
脑积水,消炎镇痛膏
脑积水,麝香壮骨膏
脑积水,苦参碱氯化钠注射液
脑积水,注射用顺铂
脑积水,氨苄西林胶囊
脑积水,安宫牛黄丸
脑积水,舒筋活血片
脑积水,骨肽片
脑积水,注射用七叶皂苷钠
脑积水,七叶皂苷钠片
脑积水,醋酸可的松注射液
脑积水,醋酸可的松片
脑积水,乙酰螺旋霉素片
脑积水,注射用七叶皂苷钠
脑积水,七叶皂苷钠片
脑积水,维生素B6片
脑积水,三维鱼肝油乳
脑积水,注射用盐酸尼莫司汀
脑积水,甘油果糖注射液
脑积水,强力康颗粒
脑积水,司莫司汀胶囊
脑积水,阿苯达唑片
脑积水,吡喹酮片
脑积水,云南白药
脑积水,盐酸左氧氟沙星胶囊
脑积水,盐酸甲氯芬酯胶囊
脑积水,地塞米松磷酸钠注射液
脑积水,注射用香菇多糖
脑积水,苦参碱氯化钠注射液
脑积水,注射用香菇多糖
脑积水,苦参碱氯化钠注射液
脑积水,注射用七叶皂苷钠
脑积水,七叶皂苷钠片
脑积水,异烟肼片
脑积水,利福平胶囊
脑积水,注射用香菇多糖
脑积水,甘露聚糖肽注射液
脑积水,注射用七叶皂苷钠
脑积水,七叶皂苷钠片
脑积水,注射用七叶皂苷钠
脑积水,七叶皂苷钠片
脑积水,替莫唑胺胶囊
脑积水,苦参碱氯化钠注射液
脑积水,氨苄西林胶囊
脑积水,安宫牛黄丸
脑积水,强力康颗粒
脑积水,司莫司汀胶囊
脑积水,强力康颗粒
脑积水,司莫司汀胶囊
脑积水,强力康颗粒
脑积水,司莫司汀胶囊
脑积水,强力康颗粒
脑积水,司莫司汀胶囊
脑积水,盐酸甲氯芬酯胶囊
脑积水,地塞米松磷酸钠注射液
脑积水,甘草锌胶囊
脑积水,吡拉西坦片
脑积水,替莫唑胺胶囊
脑积水,苦参碱氯化钠注射液
脑积水,注射用头孢曲松钠
脑积水,氯霉素片
蛙形腹,维生素B6片
蛙形腹,三维鱼肝油乳
蛙形腹,富马酸亚铁咀嚼片
蛙形腹,小儿生血糖浆
吐酸,乳酸菌素片
吐酸,酪酸梭菌活菌散
吐酸,乳酸菌素片
吐酸,胰酶肠溶胶囊
急性病容,清肝利胆胶囊
急性病容,盐酸左氧氟沙星胶囊
急性病容,头孢氨苄胶囊
急性病容,红霉素肠溶片
急性病容,甲泼尼龙片
急性病容,三乙醇胺乳膏
急性病容,诺氟沙星胶囊
急性病容,阿苯达唑片
急性病容,吡喹酮片
脉率增快,注射用甲磺酸帕珠沙星
脉率增快,甲硝唑氯化钠注射液
脉率增快,依诺沙星乳膏
脉率增快,肠内营养混悬液(TPF)
脉率增快,呋塞米片
脉率增快,硫酸阿托品注射液
脉率增快,呋塞米片
脉率增快,硫酸阿托品注射液
脉率增快,金刚藤口服液
脉率增快,小金胶囊
肺部感染,注射用甲磺酸帕珠沙星
肺部感染,甲硝唑氯化钠注射液
