Symptom,noteatFood
里急后重,鹅肉
里急后重,白酒
里急后重,红辣椒
里急后重,咖啡
里急后重,冰淇淋
里急后重,啤酒
里急后重,白酒
里急后重,咸鸭蛋
里急后重,油豆腐
里急后重,干腌菜
里急后重,蜂蜜
里急后重,啤酒
里急后重,红葡萄酒
里急后重,咸鸭蛋
里急后重,豆浆
里急后重,鳕鱼
里急后重,咸鱼
里急后重,啤酒
里急后重,白酒
里急后重,咸鱼
里急后重,河蚌
里急后重,啤酒
里急后重,白酒
里急后重,大豆
里急后重,咸鱼
里急后重,干腌菜
里急后重,啤酒
里急后重,白酒
里急后重,鸡蛋黄
里急后重,绿豆
里急后重,田螺
里急后重,沙丁鱼
里急后重,三文鱼
里急后重,咸鸭蛋
里急后重,花生仁（炸）
里急后重,咸鱼
里急后重,龙虾
里急后重,松子仁
里急后重,白扁豆
里急后重,沙丁鱼
里急后重,三文鱼
里急后重,白扁豆
里急后重,沙丁鱼
里急后重,三文鱼
里急后重,海虾
里急后重,芝麻
里急后重,杏仁
里急后重,松子仁
里急后重,青豆
肝功能衰竭,麦芽糖
肝功能衰竭,冰糖
肝功能衰竭,白砂糖
肝功能衰竭,啤酒
肝功能衰竭,啤酒
肝功能衰竭,白酒
肝功能衰竭,鹌鹑蛋
肝功能衰竭,鸡腿
肝功能衰竭,鹌鹑蛋
肝功能衰竭,鸡腿
肝功能衰竭,赤小豆
肝功能衰竭,白扁豆
肝功能衰竭,啤酒
肝功能衰竭,白酒
肝功能衰竭,南瓜子仁
肝功能衰竭,白果（鲜）
肝功能衰竭,干腌菜
肝功能衰竭,芝麻
肝功能衰竭,杏仁
肝功能衰竭,核桃
肝功能衰竭,鸭血(白鸭)
肝功能衰竭,绿豆
肝功能衰竭,白扁豆
肝功能衰竭,田螺
肝功能衰竭,鸭血(白鸭)
肝功能衰竭,油豆腐
肝功能衰竭,绿豆
肝功能衰竭,白扁豆
肝功能衰竭,白砂糖
肝功能衰竭,啤酒
肝功能衰竭,黄酒
肝功能衰竭,白酒
肝功能衰竭,白酒
肝功能衰竭,杏仁
肝功能衰竭,白扁豆
肝功能衰竭,虾皮
肝功能衰竭,腐竹
肝功能衰竭,白扁豆
肝功能衰竭,田螺
肝功能衰竭,泥鳅
肝功能衰竭,螺丝菜
肝功能衰竭,干腌菜
肝功能衰竭,腐竹
肝功能衰竭,白扁豆
肝功能衰竭,啤酒
肝功能衰竭,绿豆
肝功能衰竭,黑豆
肝功能衰竭,赤小豆
肝功能衰竭,啤酒
肝功能衰竭,红葡萄酒
肝功能衰竭,白酒
肝功能衰竭,螃蟹
肝功能衰竭,啤酒
肝功能衰竭,红葡萄酒
肝功能衰竭,白酒
肝功能衰竭,螃蟹
肝功能衰竭,啤酒
肝功能衰竭,红葡萄酒
肝功能衰竭,白酒
肝功能衰竭,螃蟹
肝功能衰竭,啤酒
肝功能衰竭,红葡萄酒
肝功能衰竭,白酒
肝功能衰竭,螃蟹
肝功能衰竭,啤酒
肝功能衰竭,红葡萄酒
肝功能衰竭,白酒
肝功能衰竭,螃蟹
肝功能衰竭,鹿肉
肝功能衰竭,鸡肝
肝功能衰竭,杏仁
肝功能衰竭,咸鱼
肝功能衰竭,鹿肉
肝功能衰竭,啤酒
肝功能衰竭,江米酒
肝功能衰竭,黄酒
肝功能衰竭,啤酒
肝功能衰竭,白酒
肝功能衰竭,鸭血(白鸭)
肝功能衰竭,绿豆
肝功能衰竭,鸭血(白鸭)
肝功能衰竭,绿豆
肝功能衰竭,田螺
肝功能衰竭,淡菜(鲜)
肝功能衰竭,啤酒
肝功能衰竭,白酒
肝功能衰竭,鸭血(白鸭)
肝功能衰竭,田螺
肝功能衰竭,啤酒
肝功能衰竭,白酒
肝功能衰竭,鸭血(白鸭)
肝功能衰竭,田螺
肝功能衰竭,江米酒
肝功能衰竭,白酒
肝功能衰竭,田螺
肝功能衰竭,淡菜(鲜)
肝功能衰竭,啤酒
肝功能衰竭,白酒
肝功能衰竭,白酒
肝功能衰竭,鸡蛋黄
肝细胞坏死,啤酒
肝细胞坏死,白酒
肝细胞坏死,鸡蛋清
肝细胞坏死,鸡蛋
肝细胞坏死,啤酒
肝细胞坏死,白酒
肝细胞坏死,绿豆
肝细胞坏死,黑豆
肝细胞坏死,鸡蛋黄
肝细胞坏死,绿豆
肝细胞坏死,黑豆
肝细胞坏死,赤小豆
肝细胞坏死,啤酒
肝细胞坏死,白酒
肝细胞坏死,鸭血(白鸭)
肝细胞坏死,田螺
肝功能受损,啤酒
肝功能受损,白酒
肝功能受损,鸡蛋清
肝功能受损,鸡蛋
肝功能受损,啤酒
肝功能受损,白酒
肝功能受损,南瓜子仁
肝功能受损,白果（鲜）
肝功能受损,干腌菜
肝功能受损,啤酒
肝功能受损,白酒
肝功能受损,芝麻
肝功能受损,干腌菜
肝功能受损,芝麻
肝功能受损,杏仁
肝功能受损,青豆
肝功能受损,干腌菜
肝功能受损,啤酒
肝功能受损,白酒
肝功能受损,咸鸭蛋
肝功能受损,杏仁
肝功能受损,白扁豆
肝功能受损,猪油（板油）
肝功能受损,猪小排（猪肋排）
肝功能受损,白酒
肝功能受损,辣椒(红、尖、干)
肝功能受损,韭菜
肝功能受损,芥菜
进行性肝缩小,啤酒
进行性肝缩小,白酒
进行性肝缩小,鸡蛋清
进行性肝缩小,鸡蛋
进行性肝缩小,螺丝菜
进行性肝缩小,干腌菜
进行性肝缩小,蜂蜜
进行性肝缩小,啤酒
便鲜红血呈点滴...,鸡蛋
便鲜红血呈点滴...,鸡肝
便鲜红血呈点滴...,杏仁
便鲜红血呈点滴...,核桃
便鲜红血呈点滴...,干腌菜
便鲜红血呈点滴...,啤酒
便鲜红血呈点滴...,白扁豆
便鲜红血呈点滴...,草鱼
便鲜红血呈点滴...,杏仁
便鲜红血呈点滴...,腐竹
便鲜红血呈点滴...,白扁豆
便鲜红血呈点滴...,草鱼
便鲜红血呈点滴...,鹿肉
便鲜红血呈点滴...,啤酒
便鲜红血呈点滴...,江米酒
便鲜红血呈点滴...,黄酒
便秘伴腹部包块,鸡蛋
便秘伴腹部包块,鸡肝
便秘伴腹部包块,杏仁
便秘伴腹部包块,核桃
便秘伴腹部包块,干腌菜
便秘伴腹部包块,啤酒
便秘伴腹部包块,白酒
便秘伴腹部包块,鸡肝
便秘伴腹部包块,杏仁
便秘伴腹部包块,绿豆
便秘伴腹部包块,白扁豆
便秘伴腹部包块,田螺
便秘伴腹部包块,南瓜子仁
便秘伴腹部包块,白果（鲜）
便秘伴腹部包块,绿豆
便秘伴腹部包块,黑豆
粪便量少,鸡蛋
粪便量少,鸡肝
粪便量少,杏仁
粪便量少,核桃
粪便量少,啤酒
粪便量少,白扁豆
粪便量少,鱼肉
粪便量少,蟹肉
粪便量少,鹿肉
粪便量少,鸡肝
粪便量少,虾皮
粪便量少,海虾
继发性便秘,鸡蛋
继发性便秘,鸡肝
继发性便秘,杏仁
继发性便秘,核桃
继发性便秘,赤小豆
继发性便秘,白扁豆
继发性便秘,鱿鱼(鲜)
继发性便秘,田螺
继发性便秘,咸鸭蛋
继发性便秘,鳕鱼
继发性便秘,咸鱼
继发性便秘,鲈鱼
泻药性便秘,鸡蛋
泻药性便秘,鸡肝
泻药性便秘,杏仁
泻药性便秘,核桃
泻药性便秘,赤小豆
泻药性便秘,白扁豆
泻药性便秘,鱿鱼(鲜)
泻药性便秘,田螺
泻药性便秘,白酒
泻药性便秘,鸭血(白鸭)
泻药性便秘,绿豆
泻药性便秘,田螺
大便干结呈算盘珠状,鸡蛋
大便干结呈算盘珠状,鸡肝
大便干结呈算盘珠状,杏仁
大便干结呈算盘珠状,核桃
大便干结呈算盘珠状,啤酒
大便干结呈算盘珠状,白酒
大便干结呈算盘珠状,赤小豆
大便干结呈算盘珠状,白扁豆
大便干结呈算盘珠状,鹿肉
大便干结呈算盘珠状,啤酒
大便干结呈算盘珠状,鸡肉
大便干结呈算盘珠状,蟹黄
大便干结呈算盘珠状,田螺
大便干结呈算盘珠状,沙丁鱼
大便干结呈算盘珠状,三文鱼
大便干结呈算盘珠状,海虾
大便习惯改变,鸡蛋
大便习惯改变,鸡肝
大便习惯改变,杏仁
大便习惯改变,核桃
大便习惯改变,鸡心
大便习惯改变,鸡腿
大便习惯改变,鸡肝
大便习惯改变,大豆
大便习惯改变,鹌鹑蛋
大便习惯改变,鸡心
大便习惯改变,鸡腿
大便习惯改变,鸡肝
大便习惯改变,啤酒
大便习惯改变,白酒
大便习惯改变,鹌鹑蛋
大便习惯改变,鸡心
大便习惯改变,南瓜子仁
大便习惯改变,白果（鲜）
大便习惯改变,赤小豆
大便习惯改变,白扁豆
大便习惯改变,啤酒
大便习惯改变,绿豆
大便习惯改变,黑豆
大便习惯改变,赤小豆
大便习惯改变,干腌菜
大便习惯改变,啤酒
大便习惯改变,白酒
大便习惯改变,绿豆
大便习惯改变,鸭血(白鸭)
大便习惯改变,绿豆
大便习惯改变,田螺
大便习惯改变,淡菜(鲜)
大便习惯改变,干腌菜
大便习惯改变,蜂蜜
大便习惯改变,啤酒
大便习惯改变,红葡萄酒
肠易激综合征,鸡蛋
肠易激综合征,鸡肝
肠易激综合征,杏仁
肠易激综合征,核桃
肠易激综合征,干腌菜
肠易激综合征,蜂蜜
肠易激综合征,啤酒
肠易激综合征,红葡萄酒
津亏血燥,鸡蛋
津亏血燥,鸡肝
津亏血燥,杏仁
津亏血燥,核桃
津亏血燥,田螺
津亏血燥,沙丁鱼
津亏血燥,三文鱼
津亏血燥,海虾
慈彦华,鸡肝
慈彦华,杏仁
慈彦华,花生仁（炸）
慈彦华,白扁豆
进食困难,鸡肝
进食困难,杏仁
进食困难,花生仁（炸）
进食困难,白扁豆
进食困难,鸭肉
进食困难,小龙虾
进食困难,螃蟹
进食困难,泥鳅
进食困难,啤酒
进食困难,红葡萄酒
进食困难,白酒
进食困难,腐竹
进食困难,啤酒
进食困难,白酒
进食困难,杏仁
进食困难,腐竹
进食困难,赤小豆
进食困难,白扁豆
进食困难,田螺
进食困难,海螺
进食困难,白砂糖
进食困难,西瓜子仁
进食困难,南瓜子仁
进食困难,花生（炒）
进食困难,干腌菜
进食困难,啤酒
进食困难,白酒
进食困难,赤小豆
进食困难,黄酒
进食困难,田螺
进食困难,淡菜(鲜)
进食困难,蛏子
进食困难,啤酒
进食困难,白酒
进食困难,咸鸭蛋
进食困难,花生仁（炸）
口唇周围麻木感刺痛,鸡肝
口唇周围麻木感刺痛,杏仁
口唇周围麻木感刺痛,花生仁（炸）
口唇周围麻木感刺痛,白扁豆
肠痉挛,鸡肝
肠痉挛,杏仁
肠痉挛,花生仁（炸）
肠痉挛,白扁豆
肠痉挛,鹌鹑蛋
肠痉挛,鸡心
肠痉挛,鸡腿
肠痉挛,鸡肝
肠痉挛,南瓜子仁
肠痉挛,白果（鲜）
肠痉挛,赤小豆
肠痉挛,白扁豆
肠痉挛,干腌菜
肠痉挛,啤酒
肠痉挛,白酒
肠痉挛,鸭血(白鸭)
肠痉挛,啤酒
肠痉挛,江米酒
肠痉挛,黄酒
肠痉挛,白酒
肠痉挛,啤酒
肠痉挛,红葡萄酒
肠痉挛,白酒
肠痉挛,螃蟹
肠痉挛,白砂糖
肠痉挛,花生（炒）
肠痉挛,白扁豆
肠痉挛,田螺
肠痉挛,白砂糖
肠痉挛,花生（炒）
肠痉挛,白扁豆
肠痉挛,螃蟹
肠痉挛,啤酒
肠痉挛,鸡肉
肠痉挛,杏仁
肠痉挛,赤小豆
肠痉挛,鸡肝
肠痉挛,腐竹
肠痉挛,白扁豆
肠痉挛,田螺
肠痉挛,咸鸭蛋
肠痉挛,鸭肝
肠痉挛,鸡肝
肠痉挛,花生仁（炸）
大便粘腻,鸡肝
大便粘腻,杏仁
大便粘腻,花生仁（炸）
大便粘腻,白扁豆
大便粘腻,咸鸭蛋
大便粘腻,黑豆
大便粘腻,大豆
大便粘腻,赤小豆
大便粘腻,田螺
大便粘腻,沙丁鱼
大便粘腻,三文鱼
大便粘腻,海虾
大便粘腻,田螺
大便粘腻,沙丁鱼
大便粘腻,三文鱼
大便粘腻,海虾
大便粘腻,绿豆
大便粘腻,田螺
大便粘腻,沙丁鱼
大便粘腻,三文鱼
毒性表现,鸡肝
毒性表现,杏仁
毒性表现,花生仁（炸）
毒性表现,白扁豆
毒性表现,啤酒
毒性表现,白酒
毒性表现,鹌鹑蛋
毒性表现,鸡腿
毒性表现,红葡萄酒
毒性表现,鱿鱼(鲜)
毒性表现,田螺
毒性表现,螃蟹
毒性表现,啤酒
毒性表现,黄酒
毒性表现,白酒
毒性表现,鸭血(白鸭)
腹痛伴恶心、呕吐,鸡肝
腹痛伴恶心、呕吐,杏仁
腹痛伴恶心、呕吐,花生仁（炸）
腹痛伴恶心、呕吐,白扁豆
腹痛伴恶心、呕吐,干腌菜
腹痛伴恶心、呕吐,鸡肝
腹痛伴恶心、呕吐,杏仁
腹痛伴恶心、呕吐,白扁豆
腹痛伴恶心、呕吐,干腌菜
腹痛伴恶心、呕吐,啤酒
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,鸡肝
腹痛伴恶心、呕吐,鸡蛋黄
腹痛伴恶心、呕吐,鸡肝
腹痛伴恶心、呕吐,杏仁
腹痛伴恶心、呕吐,油皮
腹痛伴恶心、呕吐,杏仁
腹痛伴恶心、呕吐,绿豆
腹痛伴恶心、呕吐,白扁豆
腹痛伴恶心、呕吐,田螺
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,杏仁
腹痛伴恶心、呕吐,绿豆
腹痛伴恶心、呕吐,白扁豆
腹痛伴恶心、呕吐,鹌鹑蛋
腹痛伴恶心、呕吐,鸡心
腹痛伴恶心、呕吐,鸡腿
腹痛伴恶心、呕吐,鸡肝
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,银鱼
腹痛伴恶心、呕吐,小龙虾
腹痛伴恶心、呕吐,虾皮
腹痛伴恶心、呕吐,啤酒
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,南瓜子仁
腹痛伴恶心、呕吐,白果（鲜）
腹痛伴恶心、呕吐,啤酒
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,南瓜子仁
腹痛伴恶心、呕吐,白果（鲜）
腹痛伴恶心、呕吐,啤酒
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,南瓜子仁
腹痛伴恶心、呕吐,白果（鲜）
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,芝麻
腹痛伴恶心、呕吐,杏仁
腹痛伴恶心、呕吐,黄豆粉
腹痛伴恶心、呕吐,干腌菜
腹痛伴恶心、呕吐,啤酒
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,鸡蛋
腹痛伴恶心、呕吐,啤酒
腹痛伴恶心、呕吐,江米酒
腹痛伴恶心、呕吐,黄酒
腹痛伴恶心、呕吐,红葡萄酒
腹痛伴恶心、呕吐,冰糖
腹痛伴恶心、呕吐,白砂糖
腹痛伴恶心、呕吐,花生（炒）
腹痛伴恶心、呕吐,白扁豆
腹痛伴恶心、呕吐,香肠
腹痛伴恶心、呕吐,火腿
腹痛伴恶心、呕吐,香菜
腹痛伴恶心、呕吐,辣椒(青、尖)
腹痛伴恶心、呕吐,鸡肝
腹痛伴恶心、呕吐,腐竹
腹痛伴恶心、呕吐,白扁豆
腹痛伴恶心、呕吐,田螺
腹痛伴恶心、呕吐,干腌菜
腹痛伴恶心、呕吐,啤酒
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,赤小豆
腹痛伴恶心、呕吐,啤酒
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,洋葱
腹痛伴恶心、呕吐,辣椒(红、尖、干)
腹痛伴恶心、呕吐,蜂蜜
腹痛伴恶心、呕吐,白砂糖
腹痛伴恶心、呕吐,啤酒
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,啤酒
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,咸鸭蛋
腹痛伴恶心、呕吐,花生仁（炸）
腹痛伴恶心、呕吐,白酒
腹痛伴恶心、呕吐,鸡蛋黄
腹痛伴恶心、呕吐,田螺
腹痛伴恶心、呕吐,螃蟹
腹痛伴恶心、呕吐,白扁豆
腹痛伴恶心、呕吐,沙丁鱼
腹痛伴恶心、呕吐,三文鱼
腹痛伴恶心、呕吐,海虾
腹痛伴恶心、呕吐,白扁豆
腹痛伴恶心、呕吐,沙丁鱼
腹痛伴恶心、呕吐,三文鱼
腹痛伴恶心、呕吐,海虾
脱水,鸡肝
脱水,杏仁
脱水,花生仁（炸）
脱水,白扁豆
脱水,啤酒
脱水,白酒
脱水,鸡肝
脱水,杏仁
脱水,南瓜子仁
脱水,白果（鲜）
脱水,绿豆
脱水,黑豆
脱水,南瓜子仁
脱水,白果（鲜）
脱水,绿豆
脱水,黑豆
脱水,白酒
脱水,南瓜子仁
脱水,白果（鲜）
脱水,绿豆
脱水,干腌菜
脱水,啤酒
脱水,白酒
脱水,南瓜子仁
脱水,啤酒
脱水,白酒
脱水,鸭掌
脱水,南瓜子仁
脱水,啤酒
脱水,白酒
脱水,南瓜子仁
脱水,白果（鲜）
脱水,啤酒
脱水,白酒
脱水,南瓜子仁
脱水,白果（鲜）
脱水,白酒
脱水,芝麻
脱水,杏仁
脱水,油豆腐
脱水,干腌菜
脱水,啤酒
脱水,白酒
脱水,芝麻
脱水,白酒
脱水,鸭血(白鸭)
脱水,绿豆
脱水,白扁豆
脱水,啤酒
脱水,黄酒
脱水,白酒
脱水,乌骨鸡
脱水,啤酒
脱水,黄酒
脱水,白酒
脱水,乌骨鸡
脱水,鹿肉
脱水,啤酒
脱水,白酒
脱水,咸鸭蛋
脱水,鹿肉
脱水,啤酒
脱水,白酒
脱水,咸鸭蛋
脱水,鹿肉
脱水,白酒
脱水,杏仁
脱水,核桃
脱水,啤酒
脱水,白酒
脱水,绿豆
脱水,赤小豆
脱水,啤酒
脱水,白酒
脱水,咸鸭蛋
脱水,鹅肉
脱水,啤酒
脱水,白酒
脱水,鹅肉
脱水,油豆腐
脱水,江米酒
脱水,黄酒
脱水,红葡萄酒
脱水,白酒
脱水,白酒
脱水,腐竹
脱水,白扁豆
脱水,草鱼
脱水,白扁豆
脱水,草鱼
脱水,猪油（板油）
脱水,猪小排（猪肋排）
脱水,干腌菜
脱水,白扁豆
脱水,草鱼
脱水,猪油（板油）
脱水,白扁豆
脱水,草鱼
脱水,猪油（板油）
脱水,猪小排（猪肋排）
脱水,白酒
脱水,田螺
脱水,海螺
脱水,洋葱
脱水,鸭血(白鸭)
脱水,绿豆
脱水,红豆沙
脱水,黑豆
脱水,啤酒
脱水,白酒
脱水,鸭血(白鸭)
脱水,绿豆
脱水,杏仁
脱水,赤小豆
脱水,白扁豆
脱水,螃蟹
脱水,啤酒
脱水,白酒
脱水,杏仁
脱水,绿豆
脱水,鸭血(白鸭)
脱水,绿豆
脱水,白扁豆
脱水,田螺
脱水,鸭血(白鸭)
脱水,赤小豆
脱水,白扁豆
脱水,田螺
脱水,鹌鹑蛋
脱水,鸭肝
脱水,鸡肝
脱水,鸡翅
脱水,白酒
脱水,鸭血(白鸭)
脱水,赤小豆
脱水,白扁豆
脱水,赤砂糖
脱水,白扁豆
脱水,田螺
脱水,蛏子
脱水,啤酒
脱水,红葡萄酒
脱水,白酒
脱水,螃蟹
脱水,啤酒
脱水,红葡萄酒
脱水,白酒
脱水,螃蟹
脱水,白酒
脱水,螃蟹
脱水,蛤蜊
脱水,油条
脱水,绿豆
脱水,黑豆
脱水,赤小豆
脱水,虾皮
脱水,螃蟹
脱水,蛤蜊
脱水,油条
脱水,猪肚
脱水,白砂糖
脱水,花生（炒）
脱水,白扁豆
脱水,田螺
脱水,白砂糖
脱水,花生（炒）
脱水,白扁豆
脱水,螃蟹
脱水,白砂糖
脱水,花生（炒）
脱水,白扁豆
脱水,田螺
脱水,黄酒
脱水,鸭蛋
脱水,鸭血(白鸭)
脱水,鸭肉
脱水,白砂糖
脱水,花生（炒）
脱水,白扁豆
脱水,田螺
脱水,白砂糖
脱水,花生（炒）
脱水,白扁豆
脱水,螃蟹
脱水,白砂糖
脱水,花生（炒）
脱水,白扁豆
脱水,螃蟹
脱水,白砂糖
脱水,咸鸭蛋
脱水,花生（炒）
脱水,白扁豆
脱水,白砂糖
脱水,花生（炒）
脱水,白扁豆
脱水,螃蟹
脱水,白砂糖
脱水,花生（炒）
脱水,白扁豆
脱水,田螺
脱水,白砂糖
脱水,花生（炒）
脱水,白扁豆
脱水,螃蟹
脱水,白砂糖
脱水,花生（炒）
脱水,白扁豆
脱水,螃蟹
脱水,松子仁
脱水,青豆
脱水,绿豆
脱水,黑豆
脱水,白砂糖
脱水,鸭血(白鸭)
脱水,花生（炒）
脱水,白扁豆
脱水,白砂糖
脱水,花生（炒）
脱水,白扁豆
脱水,咸鱼
脱水,鹿肉
脱水,鸡肝
脱水,杏仁
脱水,虾皮
脱水,啤酒
脱水,白酒
脱水,油豆腐
脱水,绿豆
脱水,白酒
脱水,鸭蛋
脱水,鸭肉
脱水,芝麻
脱水,赤小豆
脱水,田螺
脱水,螃蟹
脱水,河蚌
脱水,干腌菜
脱水,鸭蛋
脱水,鸭肉
脱水,螃蟹
脱水,鸭血(白鸭)
脱水,绿豆
脱水,田螺
脱水,螃蟹
脱水,啤酒
脱水,白酒
脱水,鸭血(白鸭)
脱水,虾皮
脱水,干腌菜
脱水,白酒
脱水,鸭血(白鸭)
脱水,田螺
脱水,白酒
脱水,鸭血(白鸭)
脱水,虾皮
脱水,田螺
脱水,鸭血(白鸭)
脱水,鸡爪
脱水,鸡翅
脱水,鹅肉
脱水,啤酒
脱水,鸭血(白鸭)
脱水,鸡爪
脱水,鸡翅
脱水,啤酒
脱水,红葡萄酒
脱水,白酒
脱水,鸭血(白鸭)
脱水,啤酒
脱水,红葡萄酒
脱水,白酒
脱水,鸭血(白鸭)
脱水,啤酒
脱水,黄酒
脱水,白酒
脱水,田螺
脱水,啤酒
脱水,白酒
脱水,咸鸭蛋
脱水,鳕鱼
脱水,干腌菜
脱水,啤酒
脱水,花生
脱水,田螺
脱水,干腌菜
脱水,咸鸭蛋
脱水,鸭肝
脱水,鸡肝
脱水,啤酒
脱水,白酒
脱水,白酒
脱水,鸡蛋黄
脱水,啤酒
脱水,白酒
脱水,咸鸭蛋
脱水,花生仁（炸）
脱水,啤酒
脱水,江米酒
脱水,白酒
脱水,淡菜(鲜)
脱水,杏仁
脱水,腐竹
脱水,田螺
脱水,沙丁鱼
蓖麻子便中常见...,鸡肝
蓖麻子便中常见...,杏仁
蓖麻子便中常见...,花生仁（炸）
蓖麻子便中常见...,白扁豆
蓖麻子便中常见...,鸡蛋黄
蓖麻子便中常见...,蛏子
蓖麻子便中常见...,咸肉
蓖麻子便中常见...,腊肉(生)
对铋盐过敏,鸡肝
对铋盐过敏,杏仁
对铋盐过敏,花生仁（炸）
对铋盐过敏,白扁豆
齿龈有蓝线,鸡肝
齿龈有蓝线,杏仁
齿龈有蓝线,花生仁（炸）
齿龈有蓝线,白扁豆
黑便,鸡肝
黑便,杏仁
黑便,花生仁（炸）
黑便,白扁豆
黑便,啤酒
黑便,白酒
黑便,鸡肝
黑便,杏仁
黑便,南瓜子仁
黑便,白果（鲜）
黑便,绿豆
黑便,黑豆
黑便,啤酒
黑便,白酒
黑便,南瓜子仁
黑便,白果（鲜）
黑便,南瓜子仁
黑便,花生
黑便,白果（鲜）
黑便,绿豆
黑便,白果（鲜）
黑便,绿豆
黑便,黑豆
黑便,银鱼
黑便,啤酒
黑便,白酒
黑便,南瓜子仁
黑便,白果（鲜）
黑便,兔肉
黑便,腊肉(生)
黑便,木耳菜
黑便,辣椒(红、尖、干)
黑便,鸭掌
黑便,鸭肉
黑便,田螺
黑便,螃蟹
黑便,啤酒
黑便,白酒
黑便,咸鸭蛋
黑便,鸭掌
黑便,干腌菜
黑便,腊肉（烟肉）
黑便,洋葱
黑便,香菜
黑便,白酒
黑便,鸭血(白鸭)
黑便,绿豆
黑便,白扁豆
黑便,黄酒
黑便,白酒
黑便,咸鸭蛋
黑便,乌骨鸡
黑便,黄酒
黑便,咸鸭蛋
黑便,乌骨鸡
黑便,黄豆粉
黑便,鹿肉
黑便,干腌菜
黑便,杏仁
黑便,白扁豆
黑便,啤酒
黑便,白酒
黑便,杏仁
黑便,绿豆
黑便,杏仁
黑便,腐竹
黑便,白扁豆
黑便,草鱼
黑便,鸡蛋
黑便,鹅肝
黑便,芝麻
黑便,杏仁
黑便,螺丝菜
黑便,干腌菜
黑便,腐竹
黑便,白扁豆
黑便,啤酒
黑便,白酒
黑便,杏仁
黑便,绿豆
黑便,啤酒
黑便,白酒
黑便,核桃
黑便,螃蟹
黑便,核桃
黑便,螃蟹
黑便,海虾
黑便,蛤蜊
黑便,核桃
黑便,螃蟹
黑便,海虾
黑便,蛤蜊
黑便,油豆腐
黑便,羊油
黑便,螃蟹
黑便,蛤蜊
黑便,螃蟹
黑便,蛤蜊
黑便,油条
黑便,猪肚
黑便,啤酒
黑便,红葡萄酒
黑便,白酒
黑便,螃蟹
黑便,啤酒
黑便,红葡萄酒
黑便,白酒
黑便,螃蟹
黑便,啤酒
黑便,红葡萄酒
黑便,白酒
黑便,螃蟹
黑便,啤酒
黑便,红葡萄酒
黑便,白酒
黑便,螃蟹
黑便,啤酒
黑便,绿豆
黑便,黑豆
黑便,赤小豆
黑便,白酒
黑便,螃蟹
黑便,蛤蜊
黑便,猪肉(肥)
黑便,油豆腐
黑便,螃蟹
黑便,蛤蜊
黑便,油条
黑便,泥胡菜
黑便,螺丝菜
黑便,干腌菜
黑便,白砂糖
黑便,白砂糖
黑便,花生（炒）
黑便,白扁豆
黑便,田螺
黑便,干腌菜
黑便,啤酒
黑便,白酒
黑便,松子仁
黑便,白砂糖
黑便,花生（炒）
黑便,白扁豆
黑便,田螺
黑便,啤酒
黑便,白酒
黑便,鸡蛋黄
黑便,鹅肝
黑便,鸭蛋
黑便,鸭肉
黑便,杏仁
黑便,松子仁
黑便,鹿肉
黑便,啤酒
黑便,江米酒
黑便,黄酒
黑便,白砂糖
黑便,花生（炒）
黑便,白扁豆
黑便,咸鱼
黑便,鹿肉
黑便,啤酒
黑便,白酒
黑便,鸡肝
黑便,白酒
黑便,鸭血(白鸭)
黑便,白果（干）
黑便,绿豆
黑便,啤酒
黑便,白酒
黑便,鸭血(白鸭)
黑便,花生仁（炸）
黑便,洋葱
黑便,辣椒(红、尖、干)
黑便,咖啡
黑便,奶油
黑便,鸭血(白鸭)
黑便,鸡爪
黑便,鸡翅
黑便,鹅肉
黑便,啤酒
黑便,黄酒
黑便,白酒
黑便,田螺
黑便,黄酒
黑便,田螺
黑便,淡菜(鲜)
黑便,蛏子
黑便,啤酒
黑便,黄酒
黑便,白酒
黑便,田螺
黑便,青豆
黑便,绿豆
黑便,赤小豆
黑便,黑米
黑便,咸鸭蛋
黑便,鸭肝
黑便,鸡肝
黑便,花生仁（炸）
黑便,螺丝菜
黑便,干腌菜
黑便,咸鸭蛋
黑便,鸭肝
黑便,松子仁
黑便,小龙虾
黑便,虾皮
黑便,田螺
肝脏病变弥漫,干腌菜
肝脏病变弥漫,鸡肝
肝脏病变弥漫,杏仁
肝脏病变弥漫,油豆腐
肝脏病变弥漫,干腌菜
肝脏病变弥漫,啤酒
肝脏病变弥漫,江米酒
肝脏病变弥漫,红葡萄酒
肝脏病变弥漫,干腌菜
肝脏病变弥漫,啤酒
肝脏病变弥漫,白酒
肝脏病变弥漫,鹌鹑蛋
肝脏病变弥漫,南瓜子仁
肝脏病变弥漫,白果（鲜）
肝脏病变弥漫,绿豆
肝脏病变弥漫,黑豆
